annotation,concept,label
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",гражданская_война,0
"«История одного города» – язвительное, полное иронии произведение, в котором под видом «летописи» вымышленного города Глупова автор беспощадно обличает типичные пороки российского общества – глупость, самодурство и взяточничество власть имущих, казнокрадство и низкопоклонничество чиновников, лень, необразованность и мракобесие. К сожалению, приходится признать, что гомерически смешная и жестокая фантасмагория Салтыкова-Щедрина не утратила актуальности и в наши дни.",любовь,0
"\Вечера на хуторе близ Диканьки — первый сборник Гоголя, который сразу сделал его имя известным. Пушкин смеялся, читая эти истории, и высоко оценил молодого писателя. Гоголь тонко уловил моду на народную тему и оформил книгу как \вечерницы — сказания, которые рассказывают на закате. За вертепным рассказом о черте, который крадет месяц, следует мрачная легенда о колдуне. Фольклор, сатира, мистика создают мир, где смешное соседствует с жутким. Сборник состоит из двух частей и объединен образом рассказчика — пасечника Рудого Панька. Это истории, в которых народные предания, мистические события и живые сцены из деревенской жизни переплетаются так естественно, что грань между вымыслом и реальностью почти исчезает. Повседневное соседствует с невероятным, но человек остается главным чудом среди чудес.",тьма,0
"История мальчиков, оказавшихся на необитаемом острове, превращается в философскую притчу о распаде цивилизации и природе человеческого зла.",первая_любовь,0
"Пять совсем еще юных девушек-зенитчиц под руководством старшины вступают в неравный бой с отрядом немецких диверсантов. Об этом великом, однако не попавшем в сводки военных событий подвиге повесть «А зори здесь тихие…» – шедевр русской «военной прозы», одно из самых проникновенных и трагических произведений о Великой Отечественной войне. Действие повести «Завтра была война» происходит накануне Великой Отечественной войны. Это история о школьниках, их взрослении, первом нравственном выборе и противостоянии, история о выпускниках, которым совсем скоро предстоит взять в руки оружие и отправиться на фронт – защищать Родину.",война_и_общество,0
"Иуда из Кариота – символ предательства, великий грешник, обрекший Иисуса Христа на смерть. При этом Иуда, пожалуй, самый загадочный евангельский персонаж – тем он и притягателен для Леонида Андреева с его интересом к противоречиям в человеческой душе. Повесть «Иуда Искариот», по словам самого автора, – «фантазия на тему о предательстве, добре и зле». Андреев пытается понять, что руководило поступками Иуды и почему он убивает себя. Писатель наполняет евангельский сюжет предательства психологическим содержанием, размышляя о любви и ненависти, страдании и жертвенности, случайном и неизбежном. В сборник также вошли роман «Дневник Сатаны», повести «Жизнь Василия Фивейского», «Рассказ о семи повешенных» и другие произведения разных периодов творчества Андреева.",предательство,1
"Александр Куприн — писатель, исследующий любовь в самых разных ее проявлениях. Так, повесть «Гранатовый браслет» рассказывает о чиновнике Желтковом, который, будучи одержим нежными чувствами к прекрасной, но недоступной княгине Вере Шеиной, дарит ей дорогое изящное украшение как символ своей любви. Современники восприняли произведение неоднозначно: одни видели в нем трогательную историю, другие — трагедию. Что значит любить и чем вы готовы пожертвовать ради своих чувств? Куприн мастерски передает атмосферу начала XX века и многослойность эмоций персонажей, создавая атмосферу глубокой тоски и нежности.",несчастная_любовь,1
"«Дворянское гнездо» — поэтичная история несбывшейся любви, разбитых надежд и судьбы умного человека, совершившего трагическую ошибку и расплачивающегося за нее всю жизнь.",внутренний_конфликт,1
"\Машенька (1926) — первый и во многом автобиографический роман, написанный Владимиром Набоковым в Берлине и посвященный русскому прошлому писателя. Молодой эмигрант Лев Ганин в немецком пансионе заново переживает историю своей первой любви, оборванную революцией. Сила творческой памяти позволяет ему преодолеть физическую разлуку с Машенькой (прототипом которой стала возлюбленная Набокова Валентина Шульгина), воссозданные его воображением картины дореволюционной России оказываются значительнее и ярче окружающих его декораций настоящего.",преступление,0
"Роман Константина Седых посвящен событиям последних лет Гражданской войны в Забайкалье: изгнанию интервентов, воссоединению Дальневосточной республики с Россией, возвращению партизан к мирной жизни. Старый мир исчезает в огне сражений, рождается новый порядок. В центре повествования — судьба семьи казаков Улыбиных и история подростка Ганьки, втянутого в партизанскую борьбу.",эпоха,1
"Отцы и дети — знаменитый роман Тургенева, ставший чуть ли не самым значительным произведением в истории о взаимоотношениях поколений. Споры главного героя Евгения Базарова, называющего себя нигилистом и отрицающего расхожие представления о жизни, искусстве, морали, природе человека, и его антагониста Павла Кирсанова, аристократа до мозга костей, составляют главную проблематику романа. Но сюжетная канва строится скорее на внутреннем конфликте самого Базарова. Только что отрицавший все и вся герой, не веривший в любовь, смеявшийся над своим приятелем, способным на нежные чувства, вдруг сам страстно и пылко влюбляется. И все вдруг переворачивается вверх дном — с любовью Базаров совладать не в силах, она оказывается сильнее самых твердых убеждений.",детство,0
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",семья,0
"Вошедшие в этот сборник «Ревизор» и «Женитьба» – две замечательные сатирические комедии Гоголя, два шедевра классической русской комедиографии, уже почти полтора столетия не сходящие с лучших сцен нашей страны и неоднократно экранизированные. Что же делает эти произведения актуальными? Не то ли, что типажи, так блестяще описанные Гоголем, – проворовавшиеся ленивые чиновники, провинциальные нувориши и их нелепо претендующие на столичный шик дочки, трусоватые женихи, никак не готовые расстаться с холостяцкой долей, и бойкие напористые свахи, – частенько встречаются нам и сейчас?",общественные_пороки,1
"Кажется, что в XIX веке больше всего писателей выпускали медицинские институты. Антон Павлович Чехов прекрасно иллюстрирует собой эту шутку. Признанный мастер тонкого, а главное, краткого, юмористического рассказа начинал как уездный врач и иногда принимал больных совершенно бесплатно, если у тех не было денег. Чуть позже он заинтересовался и психиатрией. Многие сюжеты из его частной жизни и практики перекочевали на страницы его произведений. Иногда забавные и абсурдные, а порой острые и совершенно трагические — они собраны в этой книге.",стыд,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",социальная_несправедливость,0
"В этой книге вы прочтете новеллу «Судьба человека» и «Донские рассказы». «Судьба человека» (1956-1957 гг.) - пронзительный рассказ о временах Великой Отечественной войны. Одно из первых произведений советской литературы, в котором война показана правдиво и наглядно. Плен, немецкие концлагеря, побег, возвращение на фронт, потеря близких, тяжелое послевоенное время, попытка найти родную душу, спастись от одиночества. Рассказ экранизировал Сергей Бондарчук, он же и исполнил в нем главную роль - фильм начинающего режиссера получил главный приз Московского кинофестиваля в 1959 году. «Донские рассказы» (1924-1926 гг.) - это сборник из 6 рассказов, описывающих события Гражданской войны. Хотя местом действия остается Дон, с его особым колоритом и специфическим казачьим духом, очевидно, что события в этих новеллах могут быть спроецированы на всю Россию – война обнажает чувства, именно в такое кровавое время, когда стираются границы дозволенного, яснее становится, кто смог сохранить достоинство и остаться Человеком, а кто нет.",прошлое,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",искупление,1
"Роману «Игрок» присущи сильные автобиографические мотивы, ведь азартным игроком был сам Достоевский. История создания этой книги очень интересна: проигравшийся до последнего гроша в Висбадене, отчаянно нуждающийся в деньгах писатель заключил с издательством контракт, согласно которому должен был написать роман за 26 дней. Эти совершенно неправдоподобные сроки вынудили Достоевского впервые в жизни воспользоваться услугами секретаря-стенографистки, которой он надиктовывал текст. Так в жизнь гения вошла молодая Анна Сниткина — женщина, которой суждено было стать его женой и музой…",роль_личности_в_истории,0
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,человек_и_природа,0
"Борис Шергин — выдающийся русский сказочник, фольклорист и художник, «архангельский Бажов», удивительный мастер языка, плоть от плоти народного творчества Русского Севера. Считавший себя в первую очередь сказителем, Шергин прославился обработками древних сказок и былин, поэтичными историями о поморах и северных мореходах, о морском служении и суровой северной красоте. С непревзойденной точностью и любовью Шергин воссоздает атмосферу, быт и диалектные особенности родного края.",экзистенциальный_кризис,0
"В романе «Король, дама, валет» за криминальным сюжетом с любовным треугольником раскрывается противостояние двух образов жизни — бездушного, доведенного до автоматизма, и естественного, творческого, а также глубокое исследование обывательской психологии.",фольклор,0
"\Анну Каренину по праву называют самым известным и популярным в мире романом о любви. \Огромная разработка души человеческой, как отзывался о книге Достоевский, — вот, наверное, что больше всего подкупает нас в этой книге. История всепоглощающей страсти, история замужней женщины, полюбившей красавца офицера и бросившей своего мужа наперекор всему: мнению света, общепринятой морали, своей совести. \Анну Каренину экранизировали 30 раз, музыку к балету писали Чайковский и Родион Щедрин, главную героиню в кино играли Грета Гарбо и Вивьен Ли, Алла Тарасова и Татьяна Самойлова, Софи Марсо и Кира Найтли. Эта книга, конечно, гораздо больше, чем просто роман о любви, это целая наука о семье, об обществе и о жизни.",литература,0
"Князь Лев Николаевич Мышкин возвращается в Россию после пребывания в санатории и оказывается втянутым в сложный любовный треугольник. Его искренние порывы и чувства сталкиваются с жестоким миром ревности, самолюбия и пресыщенности окружающих. Такие насыщенные сюжеты всегда «обречены» вызывать в читателе автоматический эффект присутствия. Секрет не только и не столько в событийных перипетиях, сколько в великолепно выписанных персонажах и электрических разрядах между ними. Суммой всех слагаемых становится превращение эффекта присутствия в «эффект соучастия»: погружаясь в роман, вы становитесь сначала невидимым свидетелем событий, а потом сживаетесь с главным героем так прочно, что смотрите его глазами и меряете его мир биением собственного сердца. И тогда возникает главный вопрос: как выжить в этом мире, который казался вымышленным и вдруг стал таким реальным, и как здесь не сойти с ума. В конце концов, может ли общество определять степень чьей-то «нормальности»? Вообще, кто из нас князь Мышкин?",отчуждение,0
"Повесть «Раковый корпус» основана на личном опыте автора и изображает пациентов онкологического диспансера, в судьбах которых отражено состояние советского общества, пораженного беззаконием власти.",надежда,1
"Философская притча о человеке, балансирующем между животным и человеческим началами и ищущем собственное Я.",двойственность_натуры,1
"Один из самых популярных романов Чингиза Айтматова. Главный герой — Едигей, стрелочник на железнодорожном разъезде Боранлы-Буранный. В суровых степях он живет рядом с лучшим другом Казангапом. После смерти друга Едигей решает похоронить его на старом кладбище Ана-Бейит — «Материнский упокой», овеянном легендами и преданиями. Однако на месте древнего кладбища уже построен обнесенный колючей проволокой космодром. Роман сложен по композиции: в нем переплетаются миф и реальность, настоящее и прошлое.",память_поколений,1
"Отцы и дети — знаменитый роман Тургенева, ставший чуть ли не самым значительным произведением в истории о взаимоотношениях поколений. Споры главного героя Евгения Базарова, называющего себя нигилистом и отрицающего расхожие представления о жизни, искусстве, морали, природе человека, и его антагониста Павла Кирсанова, аристократа до мозга костей, составляют главную проблематику романа. Но сюжетная канва строится скорее на внутреннем конфликте самого Базарова. Только что отрицавший все и вся герой, не веривший в любовь, смеявшийся над своим приятелем, способным на нежные чувства, вдруг сам страстно и пылко влюбляется. И все вдруг переворачивается вверх дном — с любовью Базаров совладать не в силах, она оказывается сильнее самых твердых убеждений.",утопия,0
"Абсолютно во всех своих произведениях, даже малой формы, Достоевский ищет ответ на вопрос, которым задавался на протяжении всей своей жизни: где проходит граница между добром и злом – в сердце отдельного человека и всего общества? Хотя рассказы «Крокодил», «Скверный анекдот», «Мужик Марей» находятся как бы в тени «великого пятикнижия», но именно в них получила развитие эта важнейшая проблема творчества Достоевского. Особое место занимает одна из последних работ – удивительно трогательная повесть «Кроткая», где писатель исследует отношения тирана и жертвы на примере обычной семьи.",карьера,0
"Иуда из Кариота – символ предательства, великий грешник, обрекший Иисуса Христа на смерть. При этом Иуда, пожалуй, самый загадочный евангельский персонаж – тем он и притягателен для Леонида Андреева с его интересом к противоречиям в человеческой душе. Повесть «Иуда Искариот», по словам самого автора, – «фантазия на тему о предательстве, добре и зле». Андреев пытается понять, что руководило поступками Иуды и почему он убивает себя. Писатель наполняет евангельский сюжет предательства психологическим содержанием, размышляя о любви и ненависти, страдании и жертвенности, случайном и неизбежном. В сборник также вошли роман «Дневник Сатаны», повести «Жизнь Василия Фивейского», «Рассказ о семи повешенных» и другие произведения разных периодов творчества Андреева.",революция,0
"Роман, ставший своеобразным символом творчества Франца Кафки. Интересно, что Кафка не оставил никаких подсказок, по которым можно было бы как-то воссоздать фабулу романа. Главы не были пронумерованы и содержались в отдельных конвертах. Йозеф К. — рациональный герой среди абсурдного общества. Его ничем не примечательная, даже в чем-то банальная жизнь шла своим чередом, пока его не известили о том, что против него начат процесс... Абсурдность происходящего с К. пугает именно своей приземленной, холодной обыденностью, повседневностью и даже странной логичностью творящегося с героем ужаса, противостоять которому он не в силах. Где судья, которого он ни разу не видел? Где высокий суд, куда он так и не попал? Он виноват просто потому, что каждый человек в этой жизни может быть в чем-то виноват...",легенда,0
"Роман-исповедь о поиске нравственных ориентиров и конфликте поколений. 19-летний Аркадий Долгорукий стремится обрести через богатство свободу и власть, оказываясь втянутым в сложные семейные и любовные противоречия.",самолюбие,1
"Роман Константина Седых посвящен событиям последних лет Гражданской войны в Забайкалье: изгнанию интервентов, воссоединению Дальневосточной республики с Россией, возвращению партизан к мирной жизни. Старый мир исчезает в огне сражений, рождается новый порядок. В центре повествования — судьба семьи казаков Улыбиных и история подростка Ганьки, втянутого в партизанскую борьбу.",революционные_потрясения,1
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",наказание,0
"«История одного города» – язвительное, полное иронии произведение, в котором под видом «летописи» вымышленного города Глупова автор беспощадно обличает типичные пороки российского общества – глупость, самодурство и взяточничество власть имущих, казнокрадство и низкопоклонничество чиновников, лень, необразованность и мракобесие. К сожалению, приходится признать, что гомерически смешная и жестокая фантасмагория Салтыкова-Щедрина не утратила актуальности и в наши дни.",романтизм,0
"Роман-исповедь о поиске нравственных ориентиров и конфликте поколений. 19-летний Аркадий Долгорукий стремится обрести через богатство свободу и власть, оказываясь втянутым в сложные семейные и любовные противоречия.",фольклор,0
"Героя повести судят за убийство, совершенное по абсурдной причине, а идея абсолютной свободы становится его жизненным манифестом.",фольклор,0
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,утопия,0
"История мальчиков, оказавшихся на необитаемом острове, превращается в философскую притчу о распаде цивилизации и природе человеческого зла.",саморазрушение,0
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,деревня,0
"Князь Лев Николаевич Мышкин возвращается в Россию после пребывания в санатории и оказывается втянутым в сложный любовный треугольник. Его искренние порывы и чувства сталкиваются с жестоким миром ревности, самолюбия и пресыщенности окружающих. Такие насыщенные сюжеты всегда «обречены» вызывать в читателе автоматический эффект присутствия. Секрет не только и не столько в событийных перипетиях, сколько в великолепно выписанных персонажах и электрических разрядах между ними. Суммой всех слагаемых становится превращение эффекта присутствия в «эффект соучастия»: погружаясь в роман, вы становитесь сначала невидимым свидетелем событий, а потом сживаетесь с главным героем так прочно, что смотрите его глазами и меряете его мир биением собственного сердца. И тогда возникает главный вопрос: как выжить в этом мире, который казался вымышленным и вдруг стал таким реальным, и как здесь не сойти с ума. В конце концов, может ли общество определять степень чьей-то «нормальности»? Вообще, кто из нас князь Мышкин?",революция,0
"Борис Шергин — выдающийся русский сказочник, фольклорист и художник, «архангельский Бажов», удивительный мастер языка, плоть от плоти народного творчества Русского Севера. Считавший себя в первую очередь сказителем, Шергин прославился обработками древних сказок и былин, поэтичными историями о поморах и северных мореходах, о морском служении и суровой северной красоте. С непревзойденной точностью и любовью Шергин воссоздает атмосферу, быт и диалектные особенности родного края.",народ,1
"Абсолютно во всех своих произведениях, даже малой формы, Достоевский ищет ответ на вопрос, которым задавался на протяжении всей своей жизни: где проходит граница между добром и злом – в сердце отдельного человека и всего общества? Хотя рассказы «Крокодил», «Скверный анекдот», «Мужик Марей» находятся как бы в тени «великого пятикнижия», но именно в них получила развитие эта важнейшая проблема творчества Достоевского. Особое место занимает одна из последних работ – удивительно трогательная повесть «Кроткая», где писатель исследует отношения тирана и жертвы на примере обычной семьи.",литература,0
"Со школьной скамьи мы знаем автора как критика, бичующего пороки общества. Но в этой книге собраны рассказы будто другого Чехова, рисующего жизнь человека в юмористических красках, способного увидеть смешное в обыденном, глупом или невежественном.",цинизм,0
"Философская притча о человеке, балансирующем между животным и человеческим началами и ищущем собственное Я.",человечность,0
"«Тихий Дон» – масштабное эпическое полотно, повествующее о донском казачестве в самый противоречивый, переломный период истории нашей страны – кровавой Первой мировой и братоубийственной Гражданской войны, когда, по словам самого Шолохова, «в смертной драке брат идет на брата, сын – на отца». Что же происходило в душах людей в это смутное время, как получилось, что самые родные, близкие люди вдруг стали по разные стороны баррикад и превратились в смертельных врагов? По глубине осмысления действительности, удивительной точности в описании характеров этому произведению, пожалуй, нет равных. Книга, о которой говорят и спорят по сей день!",путешествие,0
"Философская притча о человеке, балансирующем между животным и человеческим началами и ищущем собственное Я.",кризис_идентичности,1
"\Война и мир — роман-эпопея Льва Толстого, одно из крупнейших произведений мировой литературы, описывающее жизнь русского общества в эпоху Наполеоновских войн. \Война и мир — это масштабная картина жизни России, взятая во всех ее социальных слоях (от крестьян до императора Александра I), и детальное описание хода военных действий, и осмысление поведения человека на войне, но главное — это глубокое философское осмысление и исследование жизни как таковой — в быту, в семье, в мирное время, на войне. Именно поэтому \Войну и мир\"" можно читать и перечитывать всю жизнь — этот роман никогда не потеряет своей актуальности.""",несчастная_любовь,0
"Роман, ставший своеобразным символом творчества Франца Кафки. Интересно, что Кафка не оставил никаких подсказок, по которым можно было бы как-то воссоздать фабулу романа. Главы не были пронумерованы и содержались в отдельных конвертах. Йозеф К. — рациональный герой среди абсурдного общества. Его ничем не примечательная, даже в чем-то банальная жизнь шла своим чередом, пока его не известили о том, что против него начат процесс... Абсурдность происходящего с К. пугает именно своей приземленной, холодной обыденностью, повседневностью и даже странной логичностью творящегося с героем ужаса, противостоять которому он не в силах. Где судья, которого он ни разу не видел? Где высокий суд, куда он так и не попал? Он виноват просто потому, что каждый человек в этой жизни может быть в чем-то виноват...",фольклор,0
