annotation,concept,label
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",нигилизм,0
"Пять совсем еще юных девушек-зенитчиц под руководством старшины вступают в неравный бой с отрядом немецких диверсантов. Об этом великом, однако не попавшем в сводки военных событий подвиге повесть «А зори здесь тихие…» – шедевр русской «военной прозы», одно из самых проникновенных и трагических произведений о Великой Отечественной войне. Действие повести «Завтра была война» происходит накануне Великой Отечественной войны. Это история о школьниках, их взрослении, первом нравственном выборе и противостоянии, история о выпускниках, которым совсем скоро предстоит взять в руки оружие и отправиться на фронт – защищать Родину.",утраты_на_войне,0
"Безответная любовь, глубокое одиночество, крушение мечты и образ мечтателя объединяют ранние и самые поэтичные повести Достоевского «Белые ночи» и «Хозяйка». Герои этих произведений влюбляются, жертвуют собой, пытаются вырваться из неблагополучных условий и однообразия серой жизни и в наваждении бродят по улицам Санкт-Петербурга, с любовью описанных автором. Эта любовь отразилась также в цикле фельетонов «Петербургская летопись», где впервые появляется образ мечтателя.",революция,0
"Кажется, что в XIX веке больше всего писателей выпускали медицинские институты. Антон Павлович Чехов прекрасно иллюстрирует собой эту шутку. Признанный мастер тонкого, а главное, краткого, юмористического рассказа начинал как уездный врач и иногда принимал больных совершенно бесплатно, если у тех не было денег. Чуть позже он заинтересовался и психиатрией. Многие сюжеты из его частной жизни и практики перекочевали на страницы его произведений. Иногда забавные и абсурдные, а порой острые и совершенно трагические — они собраны в этой книге.",гражданская_война,0
"\Война и мир — роман-эпопея Льва Толстого, одно из крупнейших произведений мировой литературы, описывающее жизнь русского общества в эпоху Наполеоновских войн. \Война и мир — это масштабная картина жизни России, взятая во всех ее социальных слоях (от крестьян до императора Александра I), и детальное описание хода военных действий, и осмысление поведения человека на войне, но главное — это глубокое философское осмысление и исследование жизни как таковой — в быту, в семье, в мирное время, на войне. Именно поэтому \Войну и мир\"" можно читать и перечитывать всю жизнь — этот роман никогда не потеряет своей актуальности.""",война_и_личность,1
"\Машенька (1926) — первый и во многом автобиографический роман, написанный Владимиром Набоковым в Берлине и посвященный русскому прошлому писателя. Молодой эмигрант Лев Ганин в немецком пансионе заново переживает историю своей первой любви, оборванную революцией. Сила творческой памяти позволяет ему преодолеть физическую разлуку с Машенькой (прототипом которой стала возлюбленная Набокова Валентина Шульгина), воссозданные его воображением картины дореволюционной России оказываются значительнее и ярче окружающих его декораций настоящего.",разлука,0
"Отцы и дети — знаменитый роман Тургенева, ставший чуть ли не самым значительным произведением в истории о взаимоотношениях поколений. Споры главного героя Евгения Базарова, называющего себя нигилистом и отрицающего расхожие представления о жизни, искусстве, морали, природе человека, и его антагониста Павла Кирсанова, аристократа до мозга костей, составляют главную проблематику романа. Но сюжетная канва строится скорее на внутреннем конфликте самого Базарова. Только что отрицавший все и вся герой, не веривший в любовь, смеявшийся над своим приятелем, способным на нежные чувства, вдруг сам страстно и пылко влюбляется. И все вдруг переворачивается вверх дном — с любовью Базаров совладать не в силах, она оказывается сильнее самых твердых убеждений.",революция,0
"Ф.М. Достоевский — мастер психологической прозы XIX века, признанный во всем мире. Его работы переведены более than 170 языков. «Преступление и наказание» — высочайший образец криминального романа. Достоевский поставил вопросы, и по сей день не решенные. Кем должен быть человек: «тварью дрожащей», как говорит Раскольников, или «Наполеоном»? Произведение написано в 1866 году, но до сих пор остается самой читаемой в мире книгой и входит в большинство школьных программ по литературе.",жестокость,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",жестокость_войны,0
"В окружном суде слушается дело о похищении денег и отравлении купца Смелькова. Князь Дмитрий Нехлюдов, один из присяжных заседателей, узнает в обвиняемой проститутке Катюшу Маслову — милую девушку, которую он соблазнил и бросил в юности. Терзаемый муками совести, он решает помочь Катюше. Нехлюдов готов последовать за ней на каторгу в Сибирь и даже жениться, чтобы искупить свою вину. «Воскресение» — последний роман Льва Толстого, который затрагивает темы ответственности, вины и духовного воскресения души.",народная_судьба,0
"Истории, основанные на личном опыте Булгакова, — о внутренней борьбе и сострадании к ближнему, о чувстве долга и о надежде даже в самых отчаянных обстоятельствах. Молодого врача, только что окончившего университет, направляют работать в больницу в глуши. Там, один на один со сложными случаями, дремучестью пациентов и тяжелым каждодневным трудом, ему предстоит борьба с собственными страхами и сомнениями. \Записки юного врача — гимн (и одновременно реквием) земской медицине, где герой балансирует между подвижничеством и отчаянием.",преступление,0
"Отцы и дети — знаменитый роман Тургенева, ставший чуть ли не самым значительным произведением в истории о взаимоотношениях поколений. Споры главного героя Евгения Базарова, называющего себя нигилистом и отрицающего расхожие представления о жизни, искусстве, морали, природе человека, и его антагониста Павла Кирсанова, аристократа до мозга костей, составляют главную проблематику романа. Но сюжетная канва строится скорее на внутреннем конфликте самого Базарова. Только что отрицавший все и вся герой, не веривший в любовь, смеявшийся над своим приятелем, способным на нежные чувства, вдруг сам страстно и пылко влюбляется. И все вдруг переворачивается вверх дном — с любовью Базаров совладать не в силах, она оказывается сильнее самых твердых убеждений.",социальная_несправедливость,0
"\Анну Каренину по праву называют самым известным и популярным в мире романом о любви. \Огромная разработка души человеческой, как отзывался о книге Достоевский, — вот, наверное, что больше всего подкупает нас в этой книге. История всепоглощающей страсти, история замужней женщины, полюбившей красавца офицера и бросившей своего мужа наперекор всему: мнению света, общепринятой морали, своей совести. \Анну Каренину экранизировали 30 раз, музыку к балету писали Чайковский и Родион Щедрин, главную героиню в кино играли Грета Гарбо и Вивьен Ли, Алла Тарасова и Татьяна Самойлова, Софи Марсо и Кира Найтли. Эта книга, конечно, гораздо больше, чем просто роман о любви, это целая наука о семье, об обществе и о жизни.",наказание,0
"«Повести покойного Ивана Петровича Белкина» А.С. Пушкин написал болдинской осенью 1830 года, находясь на трехмесячном карантине. И, по собственному признанию, «он никогда еще так не писал» — «просто, коротко и ясно» и так плодотворно. По мнению самого поэта, нужно писать прозу, которая одновременно «требует мыслей и мыслей — без них блестящие выражения ни к чему не служат». Главный вопрос всех размышлений в «Повестях Белкина» был вопрос о счастье и судьбе. Абсолютно новаторский цикл позволил создать широкую картину русской жизни с высочайшей степенью человечности. Повесть «Дубровский» была задумана автором как роман эпохи пугачёвщины с героем-дворянином, перешедшим на сторону бунтовщиков. Работая над «Дубровским», Александр Пушкин задумал «Капитанскую дочку», а писал, когда работал над «Историей Пугачева». И Николай Гоголь назвал «Капитанскую дочку» «решительно лучшим русским произведеньем в повествовательном роде», в котором «выступили истинно русские характеры: простой комендант крепости, капитанша, поручик; сама крепость с единственной пушкой, бестолковщина времени и простое величие простых людей». В «Пиковой даме» А. Пушкин соединил признаки модных в то время повествований — светской и фантастической повестей и добился широкого признания. «Верхом искусства фантастического» позже назвал «Пиковую даму» Ф.М. Достоевский.",общественные_пороки,0
"Три истории о первой любви, которую легко обрести — и так же легко потерять. Невероятно лиричные и отчасти автобиографичные, эти истории подарили нам знаменитый образ “тургеневской девушки” — жертвенной, готовой совершить подвиг во имя собственного счастья, открытой для большого и сильного чувства.",любовь_и_страсть,0
"\Вечера на хуторе близ Диканьки — первый сборник Гоголя, который сразу сделал его имя известным. Пушкин смеялся, читая эти истории, и высоко оценил молодого писателя. Гоголь тонко уловил моду на народную тему и оформил книгу как \вечерницы — сказания, которые рассказывают на закате. За вертепным рассказом о черте, который крадет месяц, следует мрачная легенда о колдуне. Фольклор, сатира, мистика создают мир, где смешное соседствует с жутким. Сборник состоит из двух частей и объединен образом рассказчика — пасечника Рудого Панька. Это истории, в которых народные предания, мистические события и живые сцены из деревенской жизни переплетаются так естественно, что грань между вымыслом и реальностью почти исчезает. Повседневное соседствует с невероятным, но человек остается главным чудом среди чудес.",идеология,0
"Истории, основанные на личном опыте Булгакова, — о внутренней борьбе и сострадании к ближнему, о чувстве долга и о надежде даже в самых отчаянных обстоятельствах. Молодого врача, только что окончившего университет, направляют работать в больницу в глуши. Там, один на один со сложными случаями, дремучестью пациентов и тяжелым каждодневным трудом, ему предстоит борьба с собственными страхами и сомнениями. \Записки юного врача — гимн (и одновременно реквием) земской медицине, где герой балансирует между подвижничеством и отчаянием.",общественные_пороки,0
"Столько литературных героев за последние два века потеряли актуальность и были отправлены в книжное небытие, а «лишний человек» Печорин, холодный циник, не верящий в высокие идеалы, живущий «не сердцем, а головою», эгоистичный прожигатель жизни, бросающий женщин и бесстрашно испытывающий судьбу, до сих пор живее всех живых. Это личность противоречивая и неоднозначная, ведь Лермонтов написал первый в русской прозе психологический роман. Попробуйте разобраться беспристрастно — согласны ли вы с критиками, писавшими, что такой развратный герой — оскорбление для России, или вы на стороне Белинского, уверенного, что Лермонтов показал трагедию образованных людей того (а может быть, и нашего?) времени?",жертвы_войны,0
"«История одного города» – язвительное, полное иронии произведение, в котором под видом «летописи» вымышленного города Глупова автор беспощадно обличает типичные пороки российского общества – глупость, самодурство и взяточничество власть имущих, казнокрадство и низкопоклонничество чиновников, лень, необразованность и мракобесие. К сожалению, приходится признать, что гомерически смешная и жестокая фантасмагория Салтыкова-Щедрина не утратила актуальности и в наши дни.",человек_и_природа,0
"В окружном суде слушается дело о похищении денег и отравлении купца Смелькова. Князь Дмитрий Нехлюдов, один из присяжных заседателей, узнает в обвиняемой проститутке Катюшу Маслову — милую девушку, которую он соблазнил и бросил в юности. Терзаемый муками совести, он решает помочь Катюше. Нехлюдов готов последовать за ней на каторгу в Сибирь и даже жениться, чтобы искупить свою вину. «Воскресение» — последний роман Льва Толстого, который затрагивает темы ответственности, вины и духовного воскресения души.",самоанализ,0
"Ф.М. Достоевский — мастер психологической прозы XIX века, признанный во всем мире. Его работы переведены более чем на 170 языков. «Преступление и наказание» — высочайший образец криминального романа. Достоевский поставил вопросы, и по сей день не решенные. Кем должен быть человек: «тварью дрожащей», как говорит Раскольников, или «Наполеоном»? Произведение написано в 1866 году, но до сих пор остается самой читаемой в мире книгой и входит в большинство школьных программ по литературе.",утопия,0
"Истории, основанные на личном опыте Булгакова, — о внутренней борьбе и сострадании к ближнему, о чувстве долга и о надежде даже в самых отчаянных обстоятельствах. Молодого врача, только что окончившего университет, направляют работать в больницу в глуши. Там, один на один со сложными случаями, дремучестью пациентов и тяжелым каждодневным трудом, ему предстоит борьба с собственными страхами и сомнениями. \Записки юного врача — гимн (и одновременно реквием) земской медицине, где герой балансирует между подвижничеством и отчаянием.",долг,1
"Бессмертная классика русской литературы, вошедшая в обязательную школьную программу. Мечта разбогатеть обосновалась в арсенале человеческих желаний едва ли не раньше, чем появились сами деньги. Бывший чиновник Чичиков не чужд этой страсти, поэтому отправляется по городам и весям с нетривиальной идеей приобрести у помещиков умерших крестьян, которые по ревизским спискам еще значились как живые. За них можно получить хороший денежный кредит и наконец обрести высокий социальный статус. Чичиков, конечно, мошенник, но на фоне тех личностей, с которыми сводит его кривая мечты, кинематографично и зубодробительно смешно выписанных Гоголем, он вызывает несомненные симпатии. Нравственное выздоровление своего героя автор планировал во втором и третьем томах «Мертвых душ». К сожалению, эти страницы не написаны. Или к счастью, ведь теперь мы сами можем всё додумать. История с открытым финалом — это вечный привет от классика каждому новому поколению.",идеология,0
"\Война и мир — роман-эпопея Льва Толстого, одно из крупнейших произведений мировой литературы, описывающее жизнь русского общества в эпоху Наполеоновских войн. \Война и мир — это масштабная картина жизни России, взятая во всех ее социальных слоях (от крестьян до императора Александра I), и детальное описание хода военных действий, и осмысление поведения человека на войне, но главное — это глубокое философское осмысление и исследование жизни как таковой — в быту, в семье, в мирное время, на войне. Именно поэтому \Войну и мир\"" можно читать и перечитывать всю жизнь — этот роман никогда не потеряет своей актуальности.""",наказание,0
"Знаковый роман, с которого официально отсчитывают само существование жанра \антиутопия Запрещенный в советский период, теперь он считается одним из классических произведений не только русской, но и мировой литературы ХХ века. Роман об \обществе равных, в котором человеческая личность сведена к \нумеру. В нем унифицировано все — одежда и квартиры, мысли и чувства. Нет ни семьи, ни прочных привязанностей... Но можно ли вытравить из человека жажду свободы, пока он остается человеком?",социальное_давление,1
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,тирания,0
"Александр Куприн — писатель, исследующий любовь в самых разных ее проявлениях. Так, повесть «Гранатовый браслет» рассказывает о чиновнике Желтковом, который, будучи одержим нежными чувствами к прекрасной, но недоступной княгине Вере Шеиной, дарит ей дорогое изящное украшение как символ своей любви. Современники восприняли произведение неоднозначно: одни видели в нем трогательную историю, другие — трагедию. Что значит любить и чем вы готовы пожертвовать ради своих чувств? Куприн мастерски передает атмосферу начала XX века и многослойность эмоций персонажей, создавая атмосферу глубокой тоски и нежности.",любовь_и_страсть,1
"Роман, ставший своеобразным символом творчества Франца Кафки. Интересно, что Кафка не оставил никаких подсказок, по которым можно было бы как-то воссоздать фабулу романа. Главы не были пронумерованы и содержались в отдельных конвертах. Йозеф К. — рациональный герой среди абсурдного общества. Его ничем не примечательная, даже в чем-то банальная жизнь шла своим чередом, пока его не известили о том, что против него начат процесс... Абсурдность происходящего с К. пугает именно своей приземленной, холодной обыденностью, повседневностью и даже странной логичностью творящегося с героем ужаса, противостоять которому он не в силах. Где судья, которого он ни разу не видел? Где высокий суд, куда он так и не попал? Он виноват просто потому, что каждый человек в этой жизни может быть в чем-то виноват...",гражданская_война,0
"Князь Лев Николаевич Мышкин возвращается в Россию после пребывания в санатории и оказывается втянутым в сложный любовный треугольник. Его искренние порывы и чувства сталкиваются с жестоким миром ревности, самолюбия и пресыщенности окружающих. Такие насыщенные сюжеты всегда «обречены» вызывать в читателе автоматический эффект присутствия. Секрет не только и не столько в событийных перипетиях, сколько в великолепно выписанных персонажах и электрических разрядах между ними. Суммой всех слагаемых становится превращение эффекта присутствия в «эффект соучастия»: погружаясь в роман, вы становитесь сначала невидимым свидетелем событий, а потом сживаетесь с главным героем так прочно, что смотрите его глазами и меряете его мир биением собственного сердца. И тогда возникает главный вопрос: как выжить в этом мире, который казался вымышленным и вдруг стал таким реальным, и как здесь не сойти с ума. В конце концов, может ли общество определять степень чьей-то «нормальности»? Вообще, кто из нас князь Мышкин?",отчуждение,0
"Безответная любовь, глубокое одиночество, крушение мечты и образ мечтателя объединяют ранние и самые поэтичные повести Достоевского «Белые ночи» и «Хозяйка». Герои этих произведений влюбляются, жертвуют собой, пытаются вырваться из неблагополучных условий и однообразия серой жизни и в наваждении бродят по улицам Санкт-Петербурга, с любовью описанных автором. Эта любовь отразилась также в цикле фельетонов «Петербургская летопись», где впервые появляется образ мечтателя.",гражданская_война,0
"Бессмертная классика русской литературы, вошедшая в обязательную школьную программу. Мечта разбогатеть обосновалась в арсенале человеческих желаний едва ли не раньше, чем появились сами деньги. Бывший чиновник Чичиков не чужд этой страсти, поэтому отправляется по городам и весям с нетривиальной идеей приобрести у помещиков умерших крестьян, которые по ревизским спискам еще значились как живые. За них можно получить хороший денежный кредит и наконец обрести высокий социальный статус. Чичиков, конечно, мошенник, но на фоне тех личностей, с которыми сводит его кривая мечты, кинематографично и зубодробительно смешно выписанных Гоголем, он вызывает несомненные симпатии. Нравственное выздоровление своего героя автор планировал во втором и третьем томах «Мертвых душ». К сожалению, эти страницы не написаны. Или к счастью, ведь теперь мы сами можем всё додумать. История с открытым финалом — это вечный привет от классика каждому новому поколению.",жертва,0
"Ф.М. Достоевский — мастер психологической прозы XIX века, признанный во всем мире. Его работы переведены более чем на 170 языков. «Преступление и наказание» — высочайший образец криминального романа. Достоевский поставил вопросы, и по сей день не решенные. Кем должен быть человек: «тварью дрожащей», как говорит Раскольников, или «Наполеоном»? Произведение написано в 1866 году, но до сих пор остается самой читаемой в мире книгой и входит в большинство школьных программ по литературе.",внутренний_конфликт,1
"Иуда из Кариота – символ предательства, великий грешник, обрекший Иисуса Христа на смерть. При этом Иуда, пожалуй, самый загадочный евангельский персонаж – тем он и притягателен для Леонида Андреева с его интересом к противоречиям в человеческой душе. Повесть «Иуда Искариот», по словам самого автора, – «фантазия на тему о предательстве, добре и зле». Андреев пытается понять, что руководило поступками Иуды и почему он убивает себя. Писатель наполняет евангельский сюжет предательства психологическим содержанием, размышляя о любви и ненависти, страдании и жертвенности, случайном и неизбежном. В сборник также вошли роман «Дневник Сатаны», повести «Жизнь Василия Фивейского», «Рассказ о семи повешенных» и другие произведения разных периодов творчества Андреева.",карьера,0
"Вошедшие в этот сборник «Ревизор» и «Женитьба» – две замечательные сатирические комедии Гоголя, два шедевра классической русской комедиографии, уже почти полтора столетия не сходящие с лучших сцен нашей страны и неоднократно экранизированные. Что же делает эти произведения актуальными? Не то ли, что типажи, так блестяще описанные Гоголем, – проворовавшиеся ленивые чиновники, провинциальные нувориши и их нелепо претендующие на столичный шик дочки, трусоватые женихи, никак не готовые расстаться с холостяцкой долей, и бойкие напористые свахи, – частенько встречаются нам и сейчас?",утопия,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",покаяние,1
"Поэма \Мертвые души еще при жизни автора была переведена на множество других языков. Она имела невероятный успех. Никому до Гоголя и после него не удавалось так ярко и остро описать пороки и слабости русского человека, так живо и правдиво отразить важнейшие для России проблемы. Прошло 160 лет, и поэма звучит как только что написанная. Чичиковы, Коробочки, Ноздревы, Плюшкины, Собакевичи — их стремления, чувства, поступки не кажутся нам отголосками прошлого. Современное и острое звучание эти персонажи обретают, когда мы смотрим все новые и новые спектакли и фильмы по этой бессмертной поэме.",любовь,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",преступление,1
"Три истории о первой любви, которую легко обрести — и так же легко потерять. Невероятно лиричные и отчасти автобиографичные, эти истории подарили нам знаменитый образ “тургеневской девушки” — жертвенной, готовой совершить подвиг во имя собственного счастья, открытой для большого и сильного чувства.",подвиг,1
"Знаковый роман, с которого официально отсчитывают само существование жанра \антиутопия Запрещенный в советский период, теперь он считается одним из классических произведений не только русской, но и мировой литературы ХХ века. Роман об \обществе равных, в котором человеческая личность сведена к \нумеру. В нем унифицировано все — одежда и квартиры, мысли и чувства. Нет ни семьи, ни прочных привязанностей... Но можно ли вытравить из человека жажду свободы, пока он остается человеком?",жертвы_войны,0
