annotation,concept,label
"Столько литературных героев за последние два века потеряли актуальность и были отправлены в книжное небытие, а «лишний человек» Печорин, холодный циник, не верящий в высокие идеалы, живущий «не сердцем, а головою», эгоистичный прожигатель жизни, бросающий женщин и бесстрашно испытывающий судьбу, до сих пор живее всех живых. Это личность противоречивая и неоднозначная, ведь Лермонтов написал первый в русской прозе психологический роман. Попробуйте разобраться беспристрастно — согласны ли вы с критиками, писавшими, что такой развратный герой — оскорбление для России, или вы на стороне Белинского, уверенного, что Лермонтов показал трагедию образованных людей того (а может быть, и нашего?) времени?",литература,0
История о несчастной любви.,несчастная_любовь,1
Персонаж впадает в состояние апатии.,равнодушие,0
"«Братья Карамазовы» (1880 г.) — последний роман Достоевского, вершина его творчества, в каком-то смысле главный труд всей его жизни и одно из величайших произведений в истории мировой литературы. Загадка, связанная со смертью и кражей, полная накала и страстей любовная история, разворачивающаяся на глазах читателя семейная драма, сложные психологические перипетии, множество вплетенных в основную канву других остросюжетных линий — все это вместилось в роман «Братья Карамазовы», главной проблематикой которого является вопрос о Боге и бессмертии души. А в центре повествования — человек, терзаемый сомнениями, раздираемый страстями, жаждущий любви, власти, денег, мечущийся от добра ко злу и от зла к добру, ищущий свой путь, свою веру, своего Бога.",семья,1
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,лицемерие,0
Герой помогает другу.,предательство,0
"Как бы ни было прекрасно изображение в камере обскура – это лишь перевернутая картинка реального мира. Великий роман Набокова, многие идеи которого получили развитие в написанной им двадцать два года спустя «Лолите». Одной из ключевых для этого романа является тема отображения жизни. А одно из главных средств отображения жизни – искусство, и прежде всего, раз речь идет о XX веке, – кинематограф. Искусствовед Бруно Кречмар, преуспевающий знаток живописи и респектабельный глава семейства, встречает в зале кинотеатра Магду Петерс, бедную молодую девушку, подрабатывающую билетершей и мечтающую о карьере актрисы. Вспыхнувшая в нем страсть кажется глотком свежего воздуха, единственным реальным чувством в мире вечной лжи, догм, условностей и правил. Но, на самом деле, это лишь иллюзия, искривленное и перевернутое изображение реальности в камере обскура. И за это знание Бруно придется заплатить слишком большую цену.",страсть,1
Персонаж выбирает правильный путь.,самоутверждение,0
Персонаж осознаёт свои ошибки и раскаивается.,самоутверждение,0
"Рассказы, вошедшие в этот сборник, объединены «главными темами» бунинской прозы — темами, к которым великий писатель возвращался на протяжении всей своей жизни. Русская деревня начала ХХ века, с ее нищетой и безнадежностью, — и далекие, экзотические страны, сожженные южным солнцем. Красота и поэтичность природы — и тайные, темные глубины человеческого разума и сердца. Ну и, конечно же, тема, в которой Бунину не было равных в отечественной литературе: любовь. Любовь драматичная, трагичная, которая для героев Бунина «крепка как смерть»…",литература,0
Персонаж выбирает правильный путь.,путь,0
"В сборник вошли две, наверное, самые знаменитые пьесы Островского – «Гроза» (1859 г.) и «Бесприданница» (1878 г.). В обеих пьесах описывается трагическая судьба их героинь. Две разбитые жизни. Два пылких сердца. Две пронзительные истории любви. И две попытки вырваться из замкнутого круга. Во времена Островского «Гроза» произвела эффект разорвавшейся бомбы, не случайно критик Добролюбов назвал ее героиню «лучом света в темном царстве». Несмотря на то, что времена поменялись, пьесы не теряют своей актуальности. Потому что ханжество, показная добродетель, эгоизм и себялюбие всегда будут противостоять искренним чувствам и настоящим порывам души.",любовь_и_разочарование,0
Герой осознаёт своё достоинство.,жертва,0
Герой верит в идеалы.,утопия,0
"Талантливый тульский оружейник Никита Демидов получил в награду от самого Петра I уральские земли и заводы — так началась история богатейшей промышленной династии Демидовых, находчивых и предприимчивых, жестоких и требовательных, властных и самоотверженных хозяев Каменного Пояса. История этой семьи неразрывно соединилась с историей России. Произведения Евгения Федорова, посвященные Демидовым, любимы читателями за историческую достоверность и точность в деталях, выразительную речь персонажей, захватывающий сюжет. В настоящем издании публикуются два первых романа трилогии «Каменный Пояс»: «Демидовы» и «Наследники».",историческая_память,1
Персонаж уважает себя.,покорность,0
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,первая_любовь,0
"«Бесы» (1871–1872 гг.) — наверное, самый пророческий роман Достоевского. Изначально задуманный как острополитическая вещь, основанная на впечатлениях писателя от «нечаевского процесса»: группу революционеров судили за убийство студента, решившего выйти из их кружка, — роман далеко перерос просто произведение на «злобу дня». На глазах у читателей разворачивается настоящая драма: в центре повествования — группа нигилистов во главе с Петром Верховенским, планирующая поднять смуту по всей России. У главного же героя романа Николая Ставрогина — своя тайна, свой страшный грех и своя большая беда — он совершенно опустошен, и жизнь уже не представляет для него никакого интереса. События в романе проносятся вихрем перед читателем, запутываются в какой-то чудовищный клубок и в результате разрешаются трагедией.",внутренний_конфликт,1
"Психологический роман о характере человека, внутреннем конфликте, разочаровании и выборе.",литература,0
Персонаж завидует успеху других.,самоуважение,0
"Свой третий роман Набоков начал писать на юге Франции, а закончил в 1929 году в Берлине, незадолго до этого написав матери: «Через три-четыре дня поставлю точку. Долго потом не буду браться за такие чудовищно трудные темы, а напишу что-нибудь тихое, плавное. Все же я доволен моим Лужиным, — но какая сложная, сложная махина». «Защита Лужина» содержит в себе множество пластов, каждый из которых подробно исследует одну из тем, которые впоследствии станут ключевыми в творчестве Набокова. Здесь и тема двойничества, и соприкосновение мира реального и вымышленного, и столкновение искусства с жизнью, гениальности с обыденностью. Для главного героя, подающего большие надежды гроссмейстера Лужина, одержимого шахматами, жизнь становится партией на шахматной доске, партией, в которой невозможно выиграть, но можно успешно защищаться. Безупречный набоковский стиль, захватывающий сюжет, тонкий психологизм мгновенно сделали из молодого автора одну из главных фигур русского зарубежья.",подвиг,0
Герой зависит от общественного мнения.,характер,0
Герой противостоит злу.,жестокость_войны,0
"Три истории о первой любви, которую легко обрести — и так же легко потерять. Невероятно лиричные и отчасти автобиографичные, эти истории подарили нам знаменитый образ “тургеневской девушки” — жертвенной, готовой совершить подвиг во имя собственного счастья, открытой для большого и сильного чувства.",война,0
"Безответная любовь, глубокое одиночество, крушение мечты и образ мечтателя объединяют ранние и самые поэтичные повести Достоевского «Белые ночи» и «Хозяйка». Герои этих произведений влюбляются, жертвуют собой, пытаются вырваться из неблагополучных условий и однообразия серой жизни и в наваждении бродят по улицам Санкт-Петербурга, с любовью описанных автором. Эта любовь отразилась также в цикле фельетонов «Петербургская летопись», где впервые появляется образ мечтателя.",любовь_и_долг,0
Персонаж проявляет зрелость в поступках.,чувство_собственного_достоинства,0
"Роман о землемере К., пытающемся попасть в недоступный Замок, где иррациональная бюрократическая система превращает существование в абсурдное ожидание.",аллегория,1
История о принятии себя.,самопознание,1
"Знаковый роман, с которого официально отсчитывают само существование жанра \антиутопия Запрещенный в советский период, теперь он считается одним из классических произведений не только русской, но и мировой литературы ХХ века. Роман об \обществе равных, в котором человеческая личность сведена к \нумеру. В нем унифицировано все — одежда и квартиры, мысли и чувства. Нет ни семьи, ни прочных привязанностей Знаковый роман, с которого официально отсчитывают само существование жанра \антиутопия Запрещенный в советский период, теперь он считается одним из классических произведений не только русской, но и мировой литературы ХХ века. Роман об \обществе равных, в котором человеческая личность сведена к \нумеру. В нем унифицировано все — одежда и квартиры, мысли и чувства. Нет ни семьи, ни прочных привязанностей... Но можно ли вытравить из человека жажду свободы, пока он остается человеком? Но можно ли вытравить из человека жажду свободы, пока он остается человеком?",коллективизм,0
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",преступление,0
Герой боится потерять жизнь.,героизм,0
"Рассказы, вошедшие в этот сборник, объединены «главными темами» бунинской прозы — темами, к которым великий писатель возвращался на протяжении всей своей жизни. Русская деревня начала ХХ века, с ее нищетой и безнадежностью, — и далекие, экзотические страны, сожженные южным солнцем. Красота и поэтичность природы — и тайные, темные глубины человеческого разума и сердца. Ну и, конечно же, тема, в которой Бунину не было равных в отечественной литературе: любовь. Любовь драматичная, трагичная, которая для героев Бунина «крепка как смерть»…",утопия,0
Герой приходит к покаянию.,покаяние,1
Персонаж проявляет заботу о близких.,сострадание,0
Герой следует традициям.,легенда,0
Персонаж проявляет заботу о близких.,чувство_собственного_достоинства,0
"Роман-исповедь о поиске нравственных ориентиров и конфликте поколений. 19-летний Аркадий Долгорукий стремится обрести через богатство свободу и власть, оказываясь втянутым в сложные семейные и любовные противоречия.",бунт,0
История о взаимопомощи.,чинопочитание,0
"Отцы и дети — знаменитый роман Тургенева, ставший чуть ли не самым значительным произведением в истории о взаимоотношениях поколений. Споры главного героя Евгения Базарова, называющего себя нигилистом и отрицающего расхожие представления о жизни, искусстве, морали, природе человека, и его антагониста Павла Кирсанова, аристократа до мозга костей, составляют главную проблематику романа. Но сюжетная канва строится скорее на внутреннем конфликте самого Базарова. Только что отрицавший все и вся герой, не веривший в любовь, смеявшийся над своим приятелем, способным на нежные чувства, вдруг сам страстно и пылко влюбляется. И все вдруг переворачивается вверх дном — с любовью Базаров совладать не в силах, она оказывается сильнее самых твердых убеждений.",детство,0
История о формировании личности.,идентичность,0
"В сборник, озаглавленный Гоголем \Миргород, вошли четыре повести, основанные на украинском фольклоре. \Старосветские помещики – печальная история любви двух супругов, любви, за границами которой герои уже не видят окружающего мира. \Тарас Бульба – ни в чем не схожая с предыдущей повесть о жизни запорожских казаков, где царят боевой дух, жажда воинской славы и любовь, которая оказывается сильнее долга перед родиной и перед отцом. Третья повесть – \Вий – леденящий душу рассказ о темных силах преисподней, в жуткой схватке с которыми, поддавшись страху, погибает семинарист. И, наконец, \Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем – юмористическая зарисовка из жизни городка Миргорода, кажется, никогда не стареющая история о том, как вдруг на ровном месте ссорятся закадычные друзья. Яркий пример того, как пустяковая размолвка может обернуться не просто враждой и судебным разбирательством, но чуть ли не смыслом всей жизни.",аллегория,0
"Талантливый тульский оружейник Никита Демидов получил в награду от самого Петра I уральские земли и заводы — так началась история богатейшей промышленной династии Демидовых, находчивых и предприимчивых, жестоких и требовательных, властных и самоотверженных хозяев Каменного Пояса. История этой семьи неразрывно соединилась с историей России. Произведения Евгения Федорова, посвященные Демидовым, любимы читателями за историческую достоверность и точность в деталях, выразительную речь персонажей, захватывающий сюжет. В настоящем издании публикуются два первых романа трилогии «Каменный Пояс»: «Демидовы» и «Наследники».",экзистенциальный_кризис,0
Персонаж страдает от последствий войны.,утраты_на_войне,0
История о традициях.,историческая_память,0
Герой стремится найти радость в жизни.,поиск_счастья,1
Герой не верит в возможность изменить свою судьбу.,предопределение,1
Персонаж принимает свою судьбу.,смирение_судьбе,1
"В этот сборник вошли произведения Булгакова, носящие автобиографический характер, — остроумная, ироничная повесть «Записки на манжетах», посвященная скитаниям по послереволюционному Кавказу, сложным отношениям с «красной» властью и собратьями по перу, мечтам об эмиграции и первым опытам в литературе, и потрясающие «Записки юного врача» — почти документальные очерки Булгакова о святом и страшном жребии служителя Гиппократа в нищей, почти средневековой российской провинции начала 1920-х. В книгу включен и «Морфий» — пугающе откровенная, мучительная исповедь, послужившая основой для одноименного фильма Алексея Балабанова.",власть,1
"Тэффи считала сборник «Ведьма», вышедший в 1936 году, самой удачной своей книгой. На его страницах оживают ведьмы и лешие, домовые и русалки, водяные и оборотни, а также другие персонажи древних славянских мифов, сказок, легенд, преданий, поверий и обычаев, услышанных писательницей в детстве, которое она провела в русской провинции. Рассказаны все эти истории с присущими Тэффи теплотой, душевностью, искренностью и юмором, а и без того выразительный язык, изысканность которого отмечали Бунин, Куприн и Мережковский, в «Ведьме» достигает своего пика.",духовность,0
Персонаж сталкивается с нарушением доверия.,предательство,1
"Роман-исповедь о поиске нравственных ориентиров и конфликте поколений. 19-летний Аркадий Долгорукий стремится обрести через богатство свободу и власть, оказываясь втянутым в сложные семейные и любовные противоречия.",альтруизм,0
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",утопия,0
"\Война и мир — роман-эпопея Льва Толстого, одно из крупнейших произведений мировой литературы, описывающее жизнь русского общества в эпоху Наполеоновских войн. \Война и мир — это масштабная картина жизни России, взятая во всех ее социальных слоях (от крестьян до императора Александра I), и детальное описание хода военных действий, и осмысление поведения человека на войне, но главное — это глубокое философское осмысление и исследование жизни как таковой — в быту, в семье, в мирное время, на войне. Именно поэтому \Войну и мир\"" можно читать и перечитывать всю жизнь — этот роман никогда не потеряет своей актуальности.""",общество,1
"В сборник вошли две, наверное, самые знаменитые пьесы Островского – «Гроза» (1859 г.) и «Бесприданница» (1878 г.). В обеих пьесах описывается трагическая судьба их героинь. Две разбитые жизни. Два пылких сердца. Две пронзительные истории любви. И две попытки вырваться из замкнутого круга. Во времена Островского «Гроза» произвела эффект разорвавшейся бомбы, не случайно критик Добролюбов назвал ее героиню «лучом света в темном царстве». Несмотря на то, что времена поменялись, пьесы не теряют своей актуальности. Потому что ханжество, показная добродетель, эгоизм и себялюбие всегда будут противостоять искренним чувствам и настоящим порывам души.",первая_любовь,0
"Антиутопический роман о мире, где книги уничтожаются, а культура и мышление подменяются развлечением и пропагандой.",цинизм,0
История о личности и обществе.,народная_жизнь,0
История о верности своим идеалам.,преданность,1
"Последний берлинский роман Набокова и грозное предупреждение не только современникам, но и потомкам. Роман создавался в Германии во второй половине тридцатых годов, когда страна медленно погружалась в пучину нацизма и уже готовилась утащить за собой весь мир. Судья шёпотом на ухо сообщает подсудимому Цинциннату Ц. его приговор – смертная казнь. С этого момента начинается череда совершенно безумных происшествий в совершенно безумном мире. Абсурдность всего происходящего поначалу вызывает улыбку, но постепенно, по мере развития действия, события принимают все более и более мрачный оборот. Несмотря на всю свою фантасмагоричность, этот мир действует по хоть и безумным, но невероятно жестким законам, которые нельзя обойти или отменить, а нарушение этих законов карается самым строгим образом. При этом главный герой виновен уже от рождения, виновен в том, что родился не таким прозрачным, как другие. Инаковость, непохожесть карается смертью.",репрессии,1
Герой выдерживает тяжёлые испытания.,жертва,0
История показывает трусость.,равнодушие,0
Герой сомневается в правильности своих поступков и ищет истину.,мужество,0
"Книга, которую не публиковали — ни отдельно, ни в составе собраний сочинений — в СССР даже после реабилитации Бунина. Самая жестокая, горькая, безжалостная и самая личная книга писателя. Книга, в которой он с беспощадной и язвительной иронией выносит приговор большевизму и советской власти, которую имел несчастье наблюдать сначала в Москве, а потом в Одессе, вплоть до эмиграции. Ни единого доброго слова не находит писатель для революции — кровавого, страшного хаоса, захлестнувшего Россию в 1917 году.",политический_конфликт,1
"Абсолютно во всех своих произведениях, даже малой формы, Достоевский ищет ответ на вопрос, которым задавался на протяжении всей своей жизни: где проходит граница между добром и злом – в сердце отдельного человека и всего общества? Хотя рассказы «Крокодил», «Скверный анекдот», «Мужик Марей» находятся как бы в тени «великого пятикнижия», но именно в них получила развитие эта важнейшая проблема творчества Достоевского. Особое место занимает одна из последних работ – удивительно трогательная повесть «Кроткая», где писатель исследует отношения тирана и жертвы на примере обычной семьи.",индивидуализм,0
Герой не может забыть причинённый вред.,героизм,0
"«Два капитана» — самый известный и любимый читателями роман Вениамина Каверина. Это книга-эпоха, прочесть ее — все равно что прожить суровую, полную незабываемых приключений жизнь. Вместе с главным героем Саней Григорьевым читателю предстоит пережить тяжелое беспризорное детство, тяготы войны, открыть тайну исчезновения полярной экспедиции и завоевать сердце любимой девушки.",героизм,0
"Истории, основанные на личном опыте Булгакова, — о внутренней борьбе и сострадании к ближнему, о чувстве долга и о надежде даже в самых отчаянных обстоятельствах. Молодого врача, только что окончившего университет, направляют работать в больницу в глуши. Там, один на один со сложными случаями, дремучестью пациентов и тяжелым каждодневным трудом, ему предстоит борьба с собственными страхами и сомнениями. \Записки юного врача — гимн (и одновременно реквием) земской медицине, где герой балансирует между подвижничеством и отчаянием.",психоз,0
"Персонаж чувствует, что не в силах изменить ход событий.",самообман,0
Персонаж теряет веру в отношения.,самолюбие,0
Персонаж проявляет терпение.,мужество,0
"Вошедшие в этот сборник «Ревизор» и «Женитьба» – две замечательные сатирические комедии Гоголя, два шедевра классической русской комедиографии, уже почти полтора столетия не сходящие с лучших сцен нашей страны и неоднократно экранизированные. Что же делает эти произведения актуальными? Не то ли, что типажи, так блестяще описанные Гоголем, – проворовавшиеся ленивые чиновники, провинциальные нувориши и их нелепо претендующие на столичный шик дочки, трусоватые женихи, никак не готовые расстаться с холостяцкой долей, и бойкие напористые свахи, – частенько встречаются нам и сейчас?",преступление,0
Герой остаётся рядом несмотря на трудности.,выносливость,0
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",жизнь_и_смерть,0
"В сборник, озаглавленный Гоголем \Миргород, вошли четыре повести, основанные на украинском фольклоре. \Старосветские помещики – печальная история любви двух супругов, любви, за границами которой герои уже не видят окружающего мира. \Тарас Бульба – ни в чем не схожая с предыдущей повесть о жизни запорожских казаков, где царят боевой дух, жажда воинской славы и любовь, которая оказывается сильнее долга перед родиной и перед отцом. Третья повесть – \Вий – леденящий душу рассказ о темных силах преисподней, в жуткой схватке с которыми, поддавшись страху, погибает семинарист. И, наконец, \Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем – юмористическая зарисовка из жизни городка Миргорода, кажется, никогда не стареющая история о том, как вдруг на ровном месте ссорятся закадычные друзья. Яркий пример того, как пустяковая размолвка может обернуться не просто враждой и судебным разбирательством, но чуть ли не смыслом всей жизни.",революция,0
Персонаж полностью поглощён одной идеей.,самообман,0
"Повесть «Раковый корпус» основана на личном опыте автора и изображает пациентов онкологического диспансера, в судьбах которых отражено состояние советского общества, пораженного беззаконием власти.",общество,1
Герой не замечает страданий окружающих.,жертва,0
Персонаж скрывает истинное лицо за внешним образом.,идентичность,0
"В этот сборник вошли произведения Булгакова, носящие автобиографический характер, — остроумная, ироничная повесть «Записки на манжетах», посвященная скитаниям по послереволюционному Кавказу, сложным отношениям с «красной» властью и собратьями по перу, мечтам об эмиграции и первым опытам в литературе, и потрясающие «Записки юного врача» — почти документальные очерки Булгакова о святом и страшном жребии служителя Гиппократа в нищей, почти средневековой российской провинции начала 1920-х. В книгу включен и «Морфий» — пугающе откровенная, мучительная исповедь, послужившая основой для одноименного фильма Алексея Балабанова.",автобиографичность,1
Герой верит в лучшее несмотря на трудности.,вера,1
"«Братья Карамазовы» (1880 г.) — последний роман Достоевского, вершина его творчества, в каком-то смысле главный труд всей его жизни и одно из величайших произведений в истории мировой литературы. Загадка, связанная со смертью и кражей, полная накала и страстей любовная история, разворачивающаяся на глазах читателя семейная драма, сложные психологические перипетии, множество вплетенных в основную канву других остросюжетных линий — все это вместилось в роман «Братья Карамазовы», главной проблематикой которого является вопрос о Боге и бессмертии души. А в центре повествования — человек, терзаемый сомнениями, раздираемый страстями, жаждущий любви, власти, денег, мечущийся от добра ко злу и от зла к добру, ищущий свой путь, свою веру, своего Бога.",народная_жизнь,0
Герой выполняет обещание несмотря на трудности.,долг,1
